Nombre;Año;Axis;Diametro;Peso
Bronze Sestertius of Claudius- Rome- AD 50 - AD 54. 1957.172.1530 ;AD-50;6;38.5;28.22
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1608 ;AD-112;6;18.0;3.04
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45524 ;AD-134;7;19.5;2.75
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 162. 1948.19.1307 ;AD-161;12;16.5;3.13
Silver Antoninianus of Diocletian- Cyzicus- AD 284 - AD 294. 1944.100.38096 ;AD-284;6;18.5;2.75
Silver Denarius of Domitian- Rome- AD 90. 1944.100.42487 ;AD-90.;6;19.0;2.88
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3842 ;AD-296;6;26.5;9.59
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1742 ;AD-119;6;18.0;2.82
Bronze Sestertius of Augustus- Rome- 15 BC. 1944.100.38348 ;15-BC.;10;36.0;25.35
Silver Denarius of Nerva- Rome- AD 97. 1944.100.42626 ;AD-97.;7;18.0;2.91
Bronze Dupondius of Nero- Rome- AD 64 - AD 68. 1944.100.39750 ;AD-64;6;27.5;13.48
Bronze AE3 of Constantine I- Constantinople- AD 328. 1944.100.9161 ;AD-328.;10;18.0;3.09
Bronze Sestertius of Balbinus- Rome- AD 238. 1954.203.88 ;AD-238.;12;31.0;23.97
Bronze As of Domitian- Rome- AD 84. 1944.100.42569 ;AD-84.;5;27.0;11.16
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1944.100.43469 ;AD-98;6;18.0;3.59
Silver Denarius of Vespasian- Rome- AD 70. 1944.100.39897 ;AD-70.;6;17.5;3.22
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8844 ;AD-324;2;19.0;3.2
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1948.19.2529 ;310-B.C.;12;16.6;4.27
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.36031 ;AD-276;6;20.75;4.12
Silver Denarius of Caracalla- Rome- AD 212. 2004.14.137 ;AD-212.;12;18.5;2.99
Silver Denarius of Hadrian- Rome- AD 117. 1956.127.1719 ;AD-117.;7;17.5;3.46
Silver Antoninianus of Maximian- Ticinum- AD 287. 1944.100.38209 ;AD-287.;6;22.0;3.47
Silver Denarius of Antoninus Pius- Rome- AD 152 - AD 153. 1956.127.447 ;AD-152;12;17.0;3.5
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4302 ;AD-304;1;26.5;10.56
Bronze Sestertius of Augustus- Rome- 16 BC. 1944.100.38365 ;16-BC.;10;35.0;22.88
Silver Denarius of Augustus- Colonia Patricia- 18 BC. 1944.100.39069 ;18-BC.;7;18.5;3.81
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4377 ;AD-308.;6;24.0;5.72
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1960.170.225 ;AD-119;5;17.5;3.04
Silver Denarius of Augustus- Colonia Patricia- 18 BC. 1957.172.1484 ;18-BC.;5;20.0;3.85
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1947.98.415 ;323-B.C.;12;18.0;4.19
Silver Denarius of Titus- Rome- AD 80. 1957.172.1582 ;AD-80.;6;18.0;3.1
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.100 ;AD-119;6;17.5;3.15
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9264 ;AD-333;6;18.0;2.7
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4219 ;AD-300;11;26.5;10.18
Silver Denarius of Antoninus Pius- Rome- AD 147 - AD 148. 1956.127.2312 ;AD-147;6;17.5;2.99
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8743 ;AD-317;6;18.5;3.43
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9286 ;AD-333;12;17.0;2.06
Silver Antoninianus of Diocletian- Antioch- AD 285 - AD 295. 1944.100.38264 ;AD-285;6;20.5;3.11
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.697 ;AD-141.;6;16.0;3.49
Bronze As of Severus Alexander- Rome- AD 222 - AD 235. 1947.97.488 ;AD-222;12;25.0;10.27
Bronze Sestertius of Titus- Rome- AD 80 - AD 81. 1948.146.5 ;AD-80;6;27.0;10.15
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4382 ;AD-308.;6;24.0;5.34
Silver Denarius of Antoninus Pius- Rome- AD 152 - AD 153. 1956.127.1872 ;AD-152;6;18.0;3.49
Silver Denarius of Septimius Severus- Rome- AD 193 - AD 194. 1956.127.1252 ;AD-193;1;16.3;3.44
Bronze As of Vespasian- Lugdunum- AD 77 - AD 78. 1944.100.41612 ;AD-77;6;28.0;9.3
Bronze AE2 of Galerius- Thessalonica- AD 308 - AD 310. 1944.100.3701 ;AD-308;6;25.5;5.97
Bronze AE3 of Constantius II- Constantinople- AD 355 - AD 361. 2004.14.210 ;AD-355;11;15.5;2.27
Bronze AE3 of Constantine I- Arelate- AD 322 - AD 323. 1969.214.25 ;AD-322;12;19.5;2.41
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9319 ;AD-333;6;19.0;3.38
Bronze AE1 of Diocletian- Antioch- AD 297. 1944.100.4097 ;AD-297.;12;27.5;7.25
Bronze AE2 of Maximinus Daia- Antioch- AD 310 - AD 311. 1944.100.4429 ;AD-310;12;23.5;8.05
Silver Denarius of Vespasian- Rome- AD 76. 1948.19.1084 ;AD-76.;6;16.5;3.1
Silver Denarius of Antoninus Pius- Rome- AD 147 - AD 148. 1956.127.1858 ;AD-147;6;18.0;2.98
Silver Denarius of Maximinus Thrax- Rome- AD 235 - AD 236. 1948.19.302 ;AD-235;11;20.5;2.699
Silver Quinarius of Titus- Rome- AD 79 - AD 80. 1944.100.41656 ;AD-79;6;15.0;1.51
Bronze Sestertius of Augustus- Rome- 17 BC. 1944.100.38375 ;17-BC.;2;34.0;17.83
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.1785 ;AD-125;6;19.5;3.21
Bronze Dupondius of Trajan- Rome- AD 114 - AD 117. 1957.172.1641 ;AD-114;6;27.0;12.75
Bronze AE3 of Diocletian- Heraclea- AD 295 - AD 296. 1944.100.3811 ;AD-295;12;22.0;3.01
Bronze Semis of Nero- Rome- AD 64 - AD 68. 1954.203.157 ;AD-64;7;16.5;3.91
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1642 ;AD-114;7;19.5;3.09
Bronze AE3 of Maximian- Rome- AD 297 - AD 298. 1948.8.5 ;AD-297;5;19.0;2.09
Silver Antoninianus of Maximian- Rome- AD 285 - AD 286. 1944.100.38202 ;AD-285;6;22.0;4.19
Bronze AE1 of Julian the Apostate- Constantinople- AD 361 - AD 363. 2004.14.211 ;AD-361;12;27.5;7.41
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1944.100.43494 ;AD-101;6;19.0;2.87
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.183 ;AD-125;6;16.5;3.3
Silver Denarius of Marcus Aurelius- Rome- AD 170 - AD 171. 1956.127.849 ;AD-170;6;19.0;3.26
Silver Denarius of Vespasian- Rome- AD 72 - AD 73. 1944.100.39915 ;AD-72;6;17.25;3.32
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.549 ;AD-141.;6;16.5;3.44
Bronze AE3 of Constantine I- Antioch- AD 326 - AD 327. 1944.100.9011 ;AD-326;11;19.0;3.15
Silver Denarius of Antoninus Pius- Rome- AD 150 - AD 151. 1956.127.429 ;AD-150;6;17.0;3.61
Bronze Sestertius of Gordian III- Rome- AD 241 - AD 244. 1946.35.109 ;AD-241;12;31.5;18.35
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1545 ;AD-103;7;20.0;2.88
Bronze Fraction of Diocletian- Alexandria- AD 296 - AD 297. 1957.159.48 ;AD-296;11;19.5;2.62
Silver Denarius of Augustus- Colonia Patricia- 18 BC - 17 BC. 1944.100.39044 ;18-BC;3;19.5;3.16
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1944.100.43611 ;AD-112;7;19.0;3.45
Silver Denarius of Maximinus Thrax- Rome- AD 235 - AD 236. 1944.100.8570 ;AD-235;12;20.5;2.28
Bronze Sestertius of Vespasian- Rome- AD 76. 1944.100.41588 ;AD-76.;6;32.0;23.55
Silver Antoninianus of Philip the Arab- Rome- AD 248 - AD 249. 1947.97.149 ;AD-248;12;22.5;4.25
Bronze AE3 of Valentinian II- Thessalonica- AD 383 - AD 388. 1948.4.66 ;AD-383;12;17.0;2.92
Silver Denarius of Augustus- Colonia Patricia- 18 BC. 1948.19.1031 ;18-BC.;10;18.0;2.58
Silver Denarius of Domitian- Rome- AD 95 - AD 96. 1956.127.1378 ;AD-95;5;18.0;3.48
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.639 ;AD-141.;6;16.25;2.84
Silver Denarius of Vespasian- Rome- AD 76. 1956.127.27 ;AD-76.;6;18.75;3.23
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1518 ;AD-103;6;18.0;2.9
Bronze Large AE2 of Magnentius- Rome- AD 351 - AD 352. 2004.14.207 ;AD-351;12;23.5;3.67
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1563 ;AD-103;7;18.0;3.26
Silver Denarius of Antoninus Pius- Rome- AD 156 - AD 157. 1944.100.48174 ;AD-156;6;18.0;3.22
Bronze Sestertius of Vespasian- Rome- AD 71. 1947.2.432 ;AD-71.;5;31.5;26.66
Silver Denarius of Elagabalus- Rome- AD 220 - AD 222. 1948.19.1800 ;AD-220;12;18.45;2.86
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1422 ;AD-101;7;19.0;3.19
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9414 ;AD-336;7;16.5;1.66
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.602 ;AD-141.;6;17.5;3.34
Bronze As of Nero- Rome- AD 64 - AD 68. 1944.100.39761 ;AD-64;6;27.0;9.94
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1432 ;AD-103;6;19.0;3.5
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47429 ;AD-134;12;30.0;24.75
Bronze AE1 of Constantius Chlorus- Carthage- AD 306. 1944.100.4032 ;AD-306.;11;26.5;9.63
Bronze AE3 of Constantine I- Antioch- AD 327 - AD 329. 1948.19.349 ;AD-327;5;19.5;2.86
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.44861 ;AD-134;6;17.0;3.25
Bronze Sestertius of Gaius/Caligula- Rome- AD 37 - AD 38. 1944.100.39337 ;AD-37;6;35.0;26.08
Silver Antoninianus of Aurelian- Tripolis- AD 270 - AD 275. 1954.241.14 ;AD-270;6;21.125;3.62
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9088 ;AD-330;12;17.0;2.76
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1948.19.1124 ;AD-98;6;18.0;3.47
Silver Denarius of Caracalla- Rome- AD 217. 1955.21.18 ;AD-217.;6;19.5;3.25
Silver Denarius of Antoninus Pius- Rome- AD 158 - AD 159. 1956.127.1892 ;AD-158;5;18.0;3.21
Silver Denarius of Augustus- Colonia Patricia- 19 BC. 1944.100.39054 ;19-BC.;9;19.0;3.59
Silver Antoninianus of Philip the Arab- Rome- AD 246 - AD 248. 1948.19.685 ;AD-246;12;23.6;3.72
Silver Denarius of Domitian- Rome- AD 91. 1944.100.42496 ;AD-91.;7;19.0;3.15
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.561 ;AD-141.;6;16.5;3.06
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1957.172.1661 ;AD-134;6;17.5;3.33
Bronze AE3 of Licinius- Cyzicus- AD 321 - AD 324. 1944.100.8796 ;AD-321;12;18.0;2.65
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1458 ;AD-103;6;18.5;3.25
Silver Antoninianus of Diocletian- Antioch- AD 293 - AD 295. 1944.100.38125 ;AD-293;6;21.5;4.02
Silver Cistophorus of Titus- Rome- AD 80 - AD 81. 1955.21.6 ;AD-80;7;25.0;10.5
Silver Antoninianus of Maximian- Lugdunum- AD 293 - AD 294. 1944.100.38040 ;AD-293;6;23.0;3.42
Bronze AE1 of Diocletian- Thessalonica- AD 302 - AD 303. 1944.100.3669 ;AD-302;12;28.0;9.1
Silver Antoninianus of Allectus- Londinium- AD 293 - AD 296. 1951.61.28 ;AD-293;12;22.0;4.46
Silver Denarius of Vespasian- Rome- AD 73. 1944.100.39923 ;AD-73.;1;17.5;3.19
Bronze As of Antoninus Pius- Rome- AD 143 - AD 144. 1944.100.48245 ;AD-143;12;28.0;11.52
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1944.100.48125 ;AD-140;6;16.5;2.66
Bronze Sestertius of Trebonianus Gallus- Rome- AD 251 - AD 253. 1999.6.1 ;AD-251;12;29.0;17.18
Silver Denarius of Augustus- Caesaraugusta- 19 BC - 18 BC. 1948.146.2 ;19-BC;2;17.5;3.27
Silver Denarius of Augustus- Lugdunum- 2 BC - AD 4. 1956.28.142 ;2-BC;10;19.0;3.83
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3798 ;AD-312;6;23.5;3.57
Bronze As of Elagabalus- Rome- AD 218 - AD 222. 1964.183.2 ;AD-218;12;24.0;10.69
Silver Denarius of Maximinus Thrax- Rome- AD 235 - AD 236. 1948.19.323 ;AD-235;6;20.0;3.144
Silver Denarius of Trajan- Rome- AD 98 - AD 117. 1944.100.44675 ;AD-98;7;17.5;3.17
Bronze As of Tiberius- Rome- AD 22 - AD 30. 1957.172.1509 ;AD-22;7;27.5;10.56
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.642 ;AD-141.;6;16.75;3.5
Bronze As of Antoninus Pius- Rome- AD 141. 1954.203.212 ;AD-141.;6;29.0;10.19
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47418 ;AD-134;6;23.0;10.64
Silver Antoninianus of Maximian- Rome- AD 285 - AD 286. 1944.100.38056 ;AD-285;12;23.5;3.22
Bronze Sestertius of Trajan- Rome- AD 103 - AD 111. 1944.100.44712 ;AD-103;6;33.0;25.68
Silver Quinarius of Hadrian- Rome- AD 119 - AD 122. 1944.100.44822 ;AD-119;6;14.0;1.21
Silver Denarius of Trajan- Rome- AD 100. 1944.100.43478 ;AD-100.;6;18.0;2.74
Silver Denarius of Augustus- Rome- 19 BC - 4 BC. 1944.100.38315 ;19-BC;2;20.0;3.92
Silver Denarius of Antoninus Pius- Rome- AD 139. 1944.100.47497 ;AD-139.;6;16.0;3.23
Bronze As of Hadrian- Rome- AD 128 - AD 136. 1944.100.47479 ;AD-128;6;27.0;8.67
Silver Denarius of Augustus- Lugdunum- 11 BC - 10 BC. 1944.100.39107 ;11-BC;7;18.5;3.78
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4245 ;AD-302;12;25.0;9.8
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.1829 ;AD-140;6;17.5;3.46
Silver Antoninianus of Gallienus- Rome- AD 260 - AD 268. 1947.97.207 ;AD-260;6;21.6;2.34
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35966 ;AD-276;12;21.7;4.0
Silver Antoninianus of Diocletian- Antioch- AD 284. 1944.100.38152 ;AD-284.;12;22.0;3.45
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.355 ;AD-140;6;18.0;3.39
Bronze AE3 of Constantine I- Siscia- AD 334 - AD 335. 2004.14.200 ;AD-334;12;18.0;2.75
Bronze Sestertius of Marcus Aurelius- Rome- AD 161 - AD 176. 1946.35.44 ;AD-161;12;31.0;30.72
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9085 ;AD-330;6;15.5;2.11
Bronze Semis- Rome- 211 B.C.. 1969.83.192 ;211-B.C..;7;29.0;15.26
Bronze AE1 of Diocletian- Antioch- AD 299 - AD 300. 1944.100.4166 ;AD-299;12;26.5;10.48
Silver Siliqua of Theodosius I- Constantinople- AD 392 - AD 395. 1963.91.2 ;AD-392;6;18.0;1.69
Silver Antoninianus of Philip the Arab- Rome- AD 248. 1948.19.679 ;AD-248.;6;22.5;3.74
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.709 ;AD-141.;6;18.0;3.3
Bronze AE3 of Licinius- Antioch- AD 313 - AD 314. 1947.2.262 ;AD-313;6;19.0;3.81
Bronze Sestertius of Hadrian- Rome- AD 121 - AD 122. 1954.203.181 ;AD-121;6;34.0;24.53
Silver Antoninianus of Carausius- Londinium- AD 286 - AD 293. 1954.203.139 ;AD-286;6;19.0;3.91
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1310 ;AD-75.;6;17.0;3.03
Silver Denarius of Nerva- Rome- AD 96. 1956.127.65 ;AD-96.;7;18.0;3.32
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35878 ;AD-276;6;22.25;3.7
Silver Denarius of Augustus- Emerita- 25 BC - 23 BC. 1969.222.1272 ;25-BC;3;18.0;3.89
Bronze Sestertius of Hadrian- Rome- AD 125 - AD 128. 1944.100.47335 ;AD-125;6;32.0;25.61
Bronze Quadrans of Augustus- Lugdunum- 15 BC - 10 BC. 1944.100.39129 ;15-BC;7;18.5;2.97
Silver Denarius of Antoninus Pius- Rome- AD 152 - AD 153. 1948.19.1262 ;AD-152;6;18.0;3.48
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43546 ;AD-103;6;19.0;2.92
Bronze AE3 of Constans- Siscia- AD 348 - AD 350. 1948.19.750 ;AD-348;12;19.0;1.84
Bronze Triens- Rome- 211 B.C.. 1969.83.166 ;211-B.C..;2;25.0;11.93
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9245 ;AD-333;6;17.5;2.73
Silver Drachma- Colophon- 301 B.C. - 297 B.C.. 1952.123.331 ;301-B.C.;1;18.2;4.16
Bronze Sestertius of Postumus- Lugdunum- AD 260 - AD 269. 1951.23.1 ;AD-260;6;31.0;22.87
Bronze As of Maximinus Thrax- Rome- AD 235 - AD 236. 1951.61.11 ;AD-235;12;27.5;13.052
Bronze Dupondius of Augustus- Lugdunum- AD 12 - AD 14. 1944.100.39260 ;AD-12;6;26.0;11.22
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36087 ;AD-276;12;21.75;4.98
Bronze AE3 of Constantine I- Ticinum- AD 326. 1965.32.10 ;AD-326.;12;19.5;3.61
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.301 ;AD-134;7;18.5;3.27
Bronze AE2 of Galerius- Heraclea- AD 307. 1944.100.3957 ;AD-307.;6;25.0;7.36
Silver Antoninianus of Volusian- Rome- AD 253. 1948.19.853 ;AD-253.;6;20.75;3.62
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1304 ;AD-75.;7;18.0;2.79
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.559 ;AD-141.;6;17.0;3.09
Bronze As of Augustus- Rome- AD 10 - AD 11. 1944.100.39272 ;AD-10;6;28.0;10.34
Silver Denarius of Severus Alexander- Rome- AD 222 - AD 228. 1948.19.1835 ;AD-222;12;19.0;3.05
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.99 ;AD-119;7;17.5;3.14
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8858 ;AD-324;12;19.0;2.97
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4203 ;AD-300;6;26.5;11.92
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.656 ;AD-141.;6;16.5;3.34
Bronze Dupondius of Vespasian- Rome- AD 74. 1948.19.1100 ;AD-74.;6;28.0;12.68
Bronze Dupondius of Vespasian- Rome- AD 74. 1944.100.41584 ;AD-74.;6;28.0;12.58
Silver Antoninianus of Probus- Serdica- AD 276 - AD 282. 1944.100.36067 ;AD-276;5;22.6;3.41
Bronze AE3 of Constantine I- Constantinople- AD 327 - AD 328. 1944.100.9149 ;AD-327;12;18.5;3.22
Bronze Dupondius of Vespasian- Rome- AD 75. 1951.61.46 ;AD-75.;6;25.0;12.14
Bronze AE3 of Constantine I- Constantinople- AD 327 - AD 328. 1944.100.9156 ;AD-327;12;19.0;3.46
Bronze Dupondius of Vespasian- Rome- AD 74. 1944.100.41681 ;AD-74.;5;28.0;15.1
Silver Antoninianus of Carus- Antioch- AD 282 - AD 283. 1944.100.36493 ;AD-282;6;21.0;4.16
Bronze AE3 of Constantine I- Siscia- AD 334 - AD 335. 1963.237.36 ;AD-334;6;17.0;2.67
Bronze As of Titus- Rome- AD 80 - AD 81. 1944.100.41808 ;AD-80;6;28.0;11.73
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36158 ;AD-276;6;21.7;4.2
Bronze As of Nerva- Rome- AD 96. 1929.77.7 ;AD-96.;6;28.0;8.84
Bronze Sestertius of Philip the Arab- Rome- AD 244 - AD 249. 2004.14.160 ;AD-244;12;28.0;16.62
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36282 ;AD-276;10;21.5;4.4
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1948.19.1225 ;AD-134;6;18.0;3.11
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.670 ;AD-141.;6;17.0;3.15
Bronze AE4 of Valentinian II- Thessalonica- AD 383 - AD 388. 1944.100.85165 ;AD-383;6;11.5;1.2
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45525 ;AD-134;6;17.0;3.61
Silver Antoninianus of Gordian III- Rome- AD 238 - AD 239. 1948.19.453 ;AD-238;6;23.0;4.97
Bronze AE2 of Licinius- Thessalonica- AD 312. 1944.100.3720 ;AD-312.;6;24.0;4.89
Silver Denarius of Hadrian- Rome- AD 128 - AD 136. 1956.127.1802 ;AD-128;6;18.5;3.41
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1944.100.48259 ;AD-145;12;30.0;26.96
Silver Antoninianus of Carausius- Uncertain value- AD 286 - AD 293. 1944.100.37955 ;AD-286;6;20.5;3.79
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1956.127.1381 ;AD-98;6;19.0;3.2
Bronze Sestertius of Antoninus Pius- Rome- AD 155 - AD 156. 1944.100.48295 ;AD-155;5;32.0;23.84
Silver Denarius of Vespasian- Rome- AD 69 - AD 70. 1944.100.39907 ;AD-69;6;17.0;3.35
Silver Denarius- Rome- 116 B.C. - 115 B.C.. 1963.237.89 ;116-B.C.;11;20.0;2.68
Bronze AE3 of Constans- Siscia- AD 347 - AD 348. 1948.19.748 ;AD-347;6;16.0;1.53
Bronze Sestertius of Hadrian- Rome- AD 132 - AD 134. 1954.203.199 ;AD-132;12;32.0;26.63
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9350 ;AD-333;11;17.5;2.46
Bronze AE1 of Galerius- Heraclea- AD 306 - AD 307. 1944.100.3955 ;AD-306;12;27.5;10.69
Silver Antoninianus of Carausius- Uncertain value- AD 286 - AD 293. 1944.100.37963 ;AD-286;7;22.0;2.72
Silver Denarius of Augustus- Uncertain value- 29 BC - 27 BC. 1957.172.1502 ;29-BC;9;21.0;3.94
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1948.19.1143 ;AD-103;7;18.0;3.31
Bronze AE3 of Constantine I- Siscia- AD 321 - AD 324. 1948.8.8 ;AD-321;12;19.0;3.26
Bronze Sestertius of Severus Alexander- Rome- AD 231 - AD 235. 1948.8.198 ;AD-231;12;30.0;19.33
Silver Antoninianus of Gordian III- Rome- AD 240. 1948.19.540 ;AD-240.;12;23.0;4.06
Bronze Quadrans of Augustus- Rome- 5 BC. 1944.100.38408 ;5-BC.;9;17.5;3.12
Silver Denarius- Rome- 149 B.C.. 1963.237.79 ;149-B.C..;3;18.0;2.94
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3867 ;AD-296;12;27.5;9.48
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.223 ;AD-134;6;17.0;3.34
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1584 ;AD-103;7;19.0;3.13
Silver Denarius of Augustus- Lugdunum- AD 13 - AD 14. 1944.100.39115 ;AD-13;6;18.0;3.49
Bronze Sestertius of Antoninus Pius- Rome- AD 154 - AD 155. 1947.2.478 ;AD-154;12;30.0;21.41
Bronze AE3 of Licinius- Alexandria- AD 321 - AD 324. 1957.159.41 ;AD-321;12;18.0;3.57
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1437 ;AD-103;6;18.5;3.42
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1944.100.43590 ;AD-112;6;19.0;3.51
Silver Denarius of Antoninus Pius- Rome- AD 141. 1944.100.48351 ;AD-141.;12;18.5;2.85
Silver Denarius of Domitian- Rome- AD 95 - AD 96. 1944.100.42525 ;AD-95;6;18.0;3.26
Silver Denarius of Antoninus Pius- Rome- AD 153 - AD 154. 1956.127.454 ;AD-153;6;16.5;3.31
Bronze AE2 of Constantine I- Lugdunum- AD 308 - AD 309. 1944.100.1184 ;AD-308;1;25.0;6.35
Silver Antoninianus of Carus- Ticinum- AD 282 - AD 283. 1944.100.36457 ;AD-282;6;22.0;3.86
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.299 ;AD-134;6;17.5;3.4
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4154 ;AD-302;5;27.5;10.13
Silver Antoninianus of Probus- Rome- AD 276 - AD 282. 1948.19.948 ;AD-276;12;21.0;4.16
Silver Denarius of Severus Alexander- Rome- AD 231 - AD 235. 1956.28.337 ;AD-231;7;19.0;2.85
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9106 ;AD-330;6;17.5;2.65
Bronze Dupondius of Vespasian- Lugdunum- AD 77 - AD 78. 1944.100.41607 ;AD-77;6;28.0;12.61
Silver Medallion of Valerian- Gallienus- Rome;.-1955.22.6;6;30.0;20.3
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8774 ;AD-317;12;18.5;2.64
Silver Denarius of Septimius Severus- Laodicea ad Mare- AD 197. 1956.127.1255 ;AD-197.;12;16.5;3.21
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8892 ;AD-325;6;16.5;2.44
Bronze As of Antoninus Pius- Rome- AD 140 - AD 144. 1944.100.48231 ;AD-140;6;27.0;9.74
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1675 ;AD-114.;6;18.0;3.0
Bronze AE3 of Constantine I- Antioch- AD 325 - AD 326. 1954.203.85 ;AD-325;5;19.5;3.21
Silver Antoninianus of Diocletian- Cyzicus- AD 284 - AD 294. 1944.100.38103 ;AD-284;6;22.0;3.86
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1957.172.1721 ;AD-145;12;30.0;25.09
Bronze As of Severus Alexander- Rome- AD 222 - AD 235. 1969.234.14 ;AD-222;12;24.0;9.51
Bronze AE2 of Galerius- Cyzicus- AD 309 - AD 310. 1948.19.284 ;AD-309;7;24.5;5.84
