Nombre;Año;Axis;Diametro;Peso
Bronze AE2 of Galerius- Heraclea- AD 310. 1944.100.3978 ;AD-310.;6;24.0;5.5
Bronze AE1 of Maximian- Siscia- AD 295. 1957.159.7 ;AD-295.;6;25.5;9.68
Bronze AE3 of Arcadius- Constantinople- AD 395 - AD 401. 2004.14.214 ;AD-395;12;16.0;3.66
Bronze Quadrans of Domitian- Rome- AD 85. 1947.97.360 ;AD-85.;6;16.0;2.35
Silver Antoninianus of Carus- Lugdunum- AD 282 - AD 283. 1957.159.66 ;AD-282;6;21.5;3.16
Silver Drachma- Colophon- 301 B.C. - 297 B.C.. 1952.123.329 ;301-B.C.;1;17.1;4.07
Silver Denarius of Titus- Rome- AD 80. 1957.172.1580 ;AD-80.;6;18.0;2.79
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1957.172.1697 ;AD-134;6;32.0;24.92
Bronze As of Antoninus Pius- Rome- AD 150 - AD 151. 1944.100.48281 ;AD-150;6;27.0;12.57
Bronze AE1 of Galerius- Serdica- AD 305 - AD 306. 1944.100.4053 ;AD-305;11;26.5;10.47
Bronze Sestertius of Marcus Aurelius- Rome- AD 177. 1957.172.1761 ;AD-177.;6;34.0;23.57
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4217 ;AD-300;6;25.0;9.56
Silver Denarius of Marcus Aurelius- Rome- AD 163 - AD 164. 1956.127.805 ;AD-163;12;16.5;3.47
Bronze AE2 of Maximinus Daia- Antioch- AD 312. 1944.100.4459 ;AD-312.;5;20.0;4.92
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9280 ;AD-333;6;16.5;2.2
Silver Denarius of Augustus- Uncertain value- 29 BC - 27 BC. 1944.100.39154 ;29-BC;3;18.5;3.9
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.36000 ;AD-276;12;22.0;3.64
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.973 ;AD-161;7;18.5;3.36
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35909 ;AD-276;6;21.875;3.98
Silver Antoninianus of Diocletian- Antioch- AD 285 - AD 295. 1944.100.38266 ;AD-285;11;21.5;3.57
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.691 ;AD-141.;7;17.0;3.27
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 2000.5.20 ;AD-125;6;18.5;3.46
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36137 ;AD-276;11;20.125;3.86
Silver Cistophorus of Hadrian- Ephesus- AD 128 - AD 132. 1944.100.45563 ;AD-128;6;28.0;10.19
Silver Denarius of Commodus- Rome- AD 178 - AD 191. 1956.127.1235 ;AD-178;6;17.9;3.48
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35894 ;AD-276;12;23.25;3.8
Bronze AE2 of Maxentius- Ticinum- AD 307 - AD 308. 1963.237.23 ;AD-307;4;24.0;6.65
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4380 ;AD-308.;12;25.0;6.81
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9242 ;AD-330;6;18.0;2.23
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8741 ;AD-317;10;19.0;3.66
Bronze Fraction of Maximian- Carthage- AD 303. 1944.100.4010 ;AD-303.;6;19.5;2.93
Silver Denarius of Severus Alexander- Rome- AD 230. 1948.19.1829 ;AD-230.;11;19.0;3.07
Bronze AE3 of Constantine I- Arelate- AD 315 - AD 316. 1948.999.6 ;AD-315;6;19.5;2.93
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1948.19.1255 ;AD-145;6;17.5;3.56
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1640 ;AD-114;6;18.0;3.13
Silver Denarius of Gordian III- Rome- AD 241. 1948.19.714 ;AD-241.;6;20.0;2.94
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9331 ;AD-333;12;17.0;2.27
Bronze Sestertius of Geta- Rome- AD 211. 1965.30.10 ;AD-211.;6;32.0;25.75
Bronze As of Augustus- Rome- 7 BC. 1944.100.38399 ;7-BC.;9;26.5;8.48
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.185 ;AD-125;6;16.0;3.28
Bronze Sestertius of Nero- Lugdunum- AD 64 - AD 68. 1948.19.1069 ;AD-64;7;33.5;24.76
Silver Uncertain value of Maximian- Trier- AD 295 - AD 297. 1957.172.330 ;AD-295;6;18.0;3.56
Silver Denarius of Vespasian- Rome- AD 72 - AD 73. 1944.100.39913 ;AD-72;6;16.5;3.04
Silver Denarius of Marcus Aurelius- Rome- AD 173 - AD 174. 1956.127.871 ;AD-173;6;18.25;3.45
Silver Denarius of Augustus- Emerita- 25 BC - 23 BC. 1969.222.1268 ;25-BC;10;18.0;3.36
Silver Antoninianus of Gordian III- Rome- AD 240. 1948.19.537 ;AD-240.;1;23.0;4.53
Silver Antoninianus of Claudius II Gothicus- Rome- AD 268 - AD 270. 1947.97.285 ;AD-268;12;19.5;2.72
Bronze Sestertius of Hadrian- Rome- AD 132 - AD 134. 1944.100.47372 ;AD-132;12;32.0;24.44
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1948.79.2 ;AD-308.;6;23.5;6.5
Silver Antoninianus of Gallienus- Rome- AD 260 - AD 268. 1948.19.872 ;AD-260;5;19.9;2.86
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45507 ;AD-134;6;17.5;3.14
Silver Denarius of Caracalla- Rome- AD 211 - AD 217. 1951.94.32 ;AD-211;12;18.6;3.33
Silver Antoninianus of Maximian- Lugdunum- AD 290 - AD 291. 1944.100.38013 ;AD-290;12;21.0;2.66
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1543 ;AD-103;7;18.5;2.83
Silver Denarius of Severus Alexander- Rome- AD 223. 1946.7.40 ;AD-223.;12;20.5;2.69
Bronze As of Antoninus Pius- Rome- AD 143 - AD 144. 1944.100.48243 ;AD-143;12;26.0;11.27
Silver Antoninianus of Aurelian- Uncertain value- AD 270 - AD 275. 1944.100.85101 ;AD-270;6;22.0;4.039
Bronze Sestertius of Hadrian- Rome- AD 119 - AD 122. 1957.172.1665 ;AD-119;6;32.0;24.28
Bronze AE3 of Licinius- Cyzicus- AD 313 - AD 315. 1944.100.8696 ;AD-313;1;21.5;3.25
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8776 ;AD-317;12;17.0;2.4
Silver Cistophorus of Domitian- Rome- AD 95. 1944.100.42531 ;AD-95.;6;25.0;9.67
Silver Denarius of Antoninus Pius- Rome- AD 158 - AD 159. 1956.127.478 ;AD-158;7;17.0;3.4
Silver Antoninianus of Carus- Antioch- AD 282 - AD 283. 1944.100.36604 ;AD-282;7;21.5;3.74
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.1842 ;AD-145;6;19.0;3.09
Bronze Sestertius of Marcus Aurelius- Rome- AD 164 - AD 169. 1946.35.51 ;AD-164;12;32.0;27.5
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1969.222.1375 ;AD-134;6;32.0;22.94
Bronze AE1 of Diocletian- Thessalonica- AD 302 - AD 303. 1944.100.3681 ;AD-302;6;26.5;8.34
Silver Denarius of Antoninus Pius- Rome- AD 156 - AD 157. 1944.100.48172 ;AD-156;6;16.5;2.94
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1746 ;AD-119;6;18.5;3.17
Bronze AE3 of Licinius- Antioch- AD 317 - AD 320. 1954.137.1 ;AD-317;12;19.0;2.64
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1420 ;AD-101;7;17.0;3.12
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1948.19.1245 ;AD-134;6;25.0;12.63
Bronze As of Nero- Rome- AD 64 - AD 68. 1944.100.39767 ;AD-64;6;23.0;7.68
Silver Antoninianus of Trebonianus Gallus- Rome- AD 251 - AD 253. 1948.19.845 ;AD-251;12;20.45;4.08
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1430 ;AD-103;7;17.5;3.3
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.600 ;AD-141.;6;17.0;3.08
Silver Denarius of Marcus Aurelius- Rome- AD 168 - AD 169. 1956.127.828 ;AD-168;6;17.75;3.23
Silver Antoninianus of Carus- Cyzicus- AD 282 - AD 283. 1944.100.36389 ;AD-282;6;21.0;3.8
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9086 ;AD-330;12;17.5;2.9
Bronze As of Hadrian- Rome- AD 138. 1944.100.48194 ;AD-138.;6;25.0;11.11
Silver Denarius of Marcus Aurelius- Rome- AD 161. 1956.127.784 ;AD-161.;12;16.5;3.25
Bronze Sestertius of Gaius/Caligula- Rome- AD 37 - AD 38. 1944.100.39335 ;AD-37;6;35.0;26.58
Bronze As of Severus Alexander- Rome- AD 225 - AD 227. 1947.2.529 ;AD-225;10;24.0;8.24
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1948.19.1126 ;AD-98;7;18.0;3.56
Bronze AE3 of Constantius II- Alexandria- AD 340. 1954.123.31 ;AD-340.;12;15.5;1.38
Silver Denarius of Antoninus Pius- Rome- AD 156 - AD 157. 1956.127.775 ;AD-156;6;16.5;3.54
Silver Denarius of Augustus- Colonia Patricia- 19 BC. 1944.100.39056 ;19-BC.;6;19.0;3.54
Bronze AE2 of Galerius- Serdica- AD 307 - AD 308. 1944.100.4073 ;AD-307;6;25.5;5.29
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1952.123.254 ;323-B.C.;3;17.1;4.21
Bronze As of Nero- Lugdunum- AD 64 - AD 68. 1948.19.1070 ;AD-64;7;28.0;10.46
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1944.100.48141 ;AD-145;6;18.0;3.45
Bronze As of Tiberius- Rome- AD 15 - AD 16. 1947.2.417 ;AD-15;12;26.0;10.78
Bronze Sestertius of Marcus Aurelius- Rome- AD 161. 1944.100.48318 ;AD-161.;12;12.0;22.85
Bronze Sestertius of Severus Alexander- Rome- AD 222 - AD 231. 1946.35.86 ;AD-222;12;30.0;16.9
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45538 ;AD-134;7;17.5;3.62
Silver Denarius of Augustus- Colonia Patricia- 20 BC - 19 BC. 1969.222.1279 ;20-BC;6;18.5;3.81
Bronze AE3 of Maximian- Rome- AD 297 - AD 298. 1947.99.2 ;AD-297;6;17.0;2.88
Bronze AE3 of Licinius- Siscia- AD 315 - AD 316. 1969.214.11 ;AD-315;12;20.5;3.08
Silver Antoninianus of Diocletian- Antioch- AD 293 - AD 295. 1944.100.38127 ;AD-293;12;21.5;4.45
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.174 ;AD-125;6;17.5;3.21
Bronze Sestertius of Nero- Rome- AD 66 - AD 68. 1944.100.39727 ;AD-66;6;34.5;24.91
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47401 ;AD-134;6;30.0;21.19
Silver Denarius of Antoninus Pius- Rome- AD 151 - AD 152. 1956.127.1871 ;AD-151;6;17.5;3.3
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4358 ;AD-308.;6;24.0;6.27
Silver Denarius of Maximinus Thrax- Rome- AD 235 - AD 236. 1948.19.338 ;AD-235;11;20.5;3.003
Bronze AE3 of Constantine I- Sirmium- AD 324 - AD 325. 1969.214.13 ;AD-324;11;18.0;3.08
Silver Antoninianus of Maximian- Rome- AD 285 - AD 286. 1944.100.38054 ;AD-285;12;22.0;3.44
Bronze As- Rome- 211 B.C.. 1969.83.144 ;211-B.C..;11;35.3;30.52
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8830 ;AD-324;12;19.0;3.22
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4247 ;AD-302;6;27.0;10.12
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1944.100.44844 ;AD-125;6;17.5;3.53
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9231 ;AD-330;11;17.5;2.49
Bronze Sestertius of Nerva- Rome- AD 96. 1944.100.42648 ;AD-96.;6;28.0;23.09
Silver Denarius of Vespasian- Rome- AD 74. 1956.127.1289 ;AD-74.;6;20.0;3.04
Silver Denarius of Domitian- Rome- AD 90 - AD 91. 1944.100.42492 ;AD-90;6;19.0;2.99
Bronze Sestertius of Tiberius- Rome- AD 35 - AD 36. 1944.100.39216 ;AD-35;2;33.0;23.86
Silver Denarius of Vespasian- Rome- AD 76. 1956.127.1316 ;AD-76.;6;19.5;3.03
Bronze AE1 of Diocletian- Antioch- AD 299 - AD 300. 1944.100.4168 ;AD-299;2;25.5;8.32
Silver Denarius of Nerva- Rome- AD 96. 1948.19.1120 ;AD-96.;6;18.0;2.82
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.990 ;AD-161;6;18.0;3.15
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.585 ;AD-141.;12;18.0;3.12
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47421 ;AD-134;5;25.0;14.33
Bronze AE1 of Maxentius- Carthage- AD 307. 1944.100.4035 ;AD-307.;5;27.0;9.07
Silver Denarius of Augustus- Lugdunum- 11 BC - 10 BC. 1944.100.39105 ;11-BC;3;17.5;3.88
Silver Denarius of Commodus- Rome- AD 178 - AD 191. 1956.127.1243 ;AD-178;6;16.7;3.08
Bronze AE2 of Galerius- Heraclea- AD 308 - AD 309. 1944.100.3958 ;AD-308;12;26.0;7.07
Bronze Sestertius of Maximinus Thrax- Rome- AD 236 - AD 238. 1946.35.101 ;AD-236;12;32.0;22.72
Silver Denarius of Augustus- Lugdunum- 15 BC - 13 BC. 1948.19.1032 ;15-BC;6;20.0;3.77
Bronze AE3 of Constantine I- Cyzicus- AD 326 - AD 327. 1944.100.8920 ;AD-326;12;19.0;3.28
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1929.66.16 ;AD-145;12;32.0;28.01
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8788 ;AD-317;12;19.0;2.96
Bronze Large AE2 of Constantius II- Constantinople- AD 348 - AD 351. 1956.28.95 ;AD-348;6;23.5;4.78
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 162. 1956.127.797 ;AD-161;6;17.25;3.36
Bronze AE1 of Diocletian- Alexandria- AD 297 - AD 298. 1956.28.1 ;AD-297;12;26.5;10.07
Bronze AE3 of Constantine I- Siscia- AD 334 - AD 335. 1948.19.311 ;AD-334;12;18.0;2.3
Bronze Dupondius of Antoninus Pius- Rome- AD 145 - AD 161. 1944.100.48266 ;AD-145;12;27.0;13.64
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9078 ;AD-330;12;17.5;2.64
Bronze As of Hadrian- Rome- AD 132 - AD 134. 1954.18.164 ;AD-132;6;25.0;8.72
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9247 ;AD-333;1;17.0;2.58
Bronze AE3 of Valentinian I- Siscia- AD 367 - AD 375. 1948.19.799 ;AD-367;1;16.5;2.5
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1954.18.91 ;AD-333;12;18.5;2.18
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9422 ;AD-336;5;14.0;1.66
Silver Denarius of Hadrian- Rome- AD 132 - AD 134. 1944.100.45512 ;AD-132;6;17.5;3.34
Bronze AE1 of Diocletian- Antioch- AD 298. 1944.100.4111 ;AD-298.;6;26.5;9.95
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1306 ;AD-75.;5;19.0;3.08
Silver Denarius of Hadrian- Rome- AD 137. 1956.127.325 ;AD-137.;6;16.5;3.61
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1944.100.43488 ;AD-101;6;18.0;2.12
Silver Denarius of Severus Alexander- Rome- AD 222 - AD 228. 1948.19.1833 ;AD-222;6;19.5;3.0
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1567 ;AD-103;8;18.5;3.33
Silver Denarius of Nerva- Rome- AD 96. 1944.100.42617 ;AD-96.;6;18.0;3.31
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43544 ;AD-103;7;18.0;2.95
Bronze As of Trajan- Rome- AD 101 - AD 102. 1960.170.222 ;AD-101;6;27.0;11.28
Bronze Small AE2 of Constantius II- Constantinople- AD 348 - AD 351. 1956.28.94 ;AD-348;6;20.5;4.81
Bronze As of Claudius- Rome- AD 41 - AD 50. 1957.172.1529 ;AD-41;6;27.0;11.58
Bronze AE3 of Constantine I- Ticinum- AD 322 - AD 325. 1965.32.9 ;AD-322;6;17.5;2.7
Silver Antoninianus of Maximian- Lugdunum- AD 290 - AD 294. 1944.100.38018 ;AD-290;2;21.5;3.89
Bronze As- Rome- 90 B.C.. 1965.32.1 ;90-B.C..;12;25.0;9.22
Bronze As of Claudius- Rome- AD 50 - AD 54. 1957.172.1532 ;AD-50;6;29.0;10.83
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1948.19.1159 ;AD-112;7;18.0;3.16
Bronze As- Rome- 90 B.C.. 1969.83.493 ;90-B.C..;9;27.1;9.22
Silver Denarius of Titus- Rome- AD 80 - AD 81. 1956.127.1326 ;AD-80;6;19.0;3.33
Silver Denarius of Marcus Aurelius- Rome- AD 179. 1956.127.1940 ;AD-179.;6;19.0;3.48
Bronze AE1 of Severus II- Trier- AD 305 - AD 307. 1947.97.35 ;AD-305;6;26.5;10.99
Bronze As- Rome- 169 B.C. - 158 B.C.. 1948.8.1 ;169-B.C.;8;32.3;22.67
Silver Antoninianus of Trajan Decius- Rome- AD 249 - AD 251. 1957.172.756 ;AD-249;6;23.0;4.68
Bronze Quadrans of Hadrian- Rome- AD 125 - AD 128. 1944.100.47359 ;AD-125;6;20.0;3.91
Silver Denarius of Augustus- Uncertain value- 29 BC - 27 BC. 1944.100.39148 ;29-BC;7;21.5;3.85
Bronze As of Nero- Rome- AD 64 - AD 68. 1948.79.14 ;AD-64;6;27.0;11.02
Silver Denarius of Marcus Aurelius- Rome- AD 168 - AD 169. 1956.127.1923 ;AD-168;6;17.5;3.28
Silver Antoninianus of Carausius- Uncertain value- AD 286 - AD 293. 1944.100.37957 ;AD-286;9;20.0;3.3
Bronze Small AE2 of Constantius II- Nicomedia- AD 348 - AD 351. 1944.100.85113 ;AD-348;7;22.0;4.099
Silver Denarius of Vespasian- Rome- AD 69 - AD 70. 1944.100.39905 ;AD-69;6;16.25;3.14
Silver Denarius of Hadrian- Rome- AD 128 - AD 136. 1956.127.307 ;AD-128;6;17.0;3.51
Bronze As of Hadrian- Rome- AD 137. 1944.100.47491 ;AD-137.;6;26.0;11.33
Bronze AE2 of Galerius- Heraclea- AD 308 - AD 309. 1944.100.3960 ;AD-308;12;25.5;8.04
Bronze AE2 of Licinius- Thessalonica- AD 312. 1944.100.3719 ;AD-312.;11;23.5;5.18
Silver Antoninianus of Diocletian- Antioch- AD 285 - AD 295. 1944.100.38278 ;AD-285;11;20.5;4.14
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35915 ;AD-276;12;21.7;3.57
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9408 ;AD-336;5;15.0;1.46
Silver Denarius of Vespasian- Rome- AD 74. 1956.127.1311 ;AD-74.;7;18.0;3.11
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3861 ;AD-296;6;27.0;10.33
Bronze Sestertius of Claudius- Rome- AD 41 - AD 50. 1944.100.39381 ;AD-41;6;33.5;27.6
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9025 ;AD-330;12;17.0;2.07
Bronze Sestertius of Severus Alexander- Rome- AD 231 - AD 235. 1948.8.196 ;AD-231;12;29.0;19.75
Bronze Sestertius of Hadrian- Rome- AD 119 - AD 121. 1944.100.45630 ;AD-119;6;34.0;24.78
Silver Denarius of Augustus- Rome- 19 BC - 4 BC. 1944.100.38322 ;19-BC;10;17.5;3.91
Silver Antoninianus of Carus- Lugdunum- AD 282 - AD 283. 1944.100.36334 ;AD-282;6;21.5;3.87
Silver Denarius of Augustus- Lugdunum- AD 13 - AD 14. 1944.100.39117 ;AD-13;12;18.0;3.86
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9212 ;AD-330;7;18.0;2.96
Silver Denarius of Antoninus Pius- Rome- AD 141. 1944.100.48353 ;AD-141.;6;17.5;2.96
Silver Denarius of Domitian- Rome- AD 95 - AD 96. 1944.100.42527 ;AD-95;6;18.0;3.17
Silver Denarius of Antoninus Pius- Rome- AD 159 - AD 160. 1956.127.495 ;AD-159;6;18.5;3.47
Silver Denarius of Severus Alexander- Rome- AD 231 - AD 235. 1948.19.1868 ;AD-231;12;20.2;3.38
Bronze Dupondius of Vespasian- Lugdunum- AD 77 - AD 78. 1944.100.41605 ;AD-77;6;28.0;11.55
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9087 ;AD-330;12;17.0;2.12
Bronze Semis- Rome- 211 B.C.. 1954.18.7 ;211-B.C..;5;29.0;18.35
Bronze AE3 of Constantine I- Trier- AD 321. 1957.159.47 ;AD-321.;6;19.0;2.54
Bronze Quadrans of Augustus- Rome- 9 BC. 1944.100.38378 ;9-BC.;7;16.0;3.08
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8724 ;AD-317;12;17.0;2.89
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3889 ;AD-297;12;27.0;10.7
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8894 ;AD-325;5;19.5;3.13
Bronze AE3 of Constantine I- Alexandria- AD 335 - AD 337. 1944.100.11841 ;AD-335;12;15.5;1.54
Bronze As of Claudius- Rome- AD 41 - AD 50. 1944.100.39387 ;AD-41;6;27.5;11.96
Silver Victoriatus- Rome- 211 B.C.. 1963.237.77 ;211-B.C..;6;17.0;3.19
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36103 ;AD-276;6;21.5;4.08
Bronze As- Rome- 90 B.C.. 1944.100.886 ;90-B.C..;10;27.4;11.0
Silver Denarius of Trajan- Rome- AD 114. 1957.172.1630 ;AD-114.;6;18.5;3.13
Bronze Fraction of Diocletian- Cyzicus- AD 295 - AD 299. 1944.100.38304 ;AD-295;6;22.0;2.35
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9189 ;AD-330;7;17.5;2.93
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9235 ;AD-330;6;17.5;2.19
Bronze As of Tiberius- Rome- AD 15 - AD 16. 1944.100.39276 ;AD-15;2;27.0;10.77
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1963.237.30 ;AD-312;6;24.0;2.73
Silver Denarius of Marcus Aurelius- Rome- AD 166 - AD 167. 1956.127.1916 ;AD-166;6;18.5;3.41
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1944.100.44840 ;AD-125;6;18.0;3.17
Bronze AE3 of Licinius- Antioch- AD 317 - AD 320. 1944.100.8977 ;AD-317;11;18.5;3.57
Bronze As of Augustus- Lugdunum- 10 BC - 6 BC. 1944.100.39123 ;10-BC;5;26.0;10.88
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8834 ;AD-324;12;17.5;3.05
Bronze As of Nero- Rome- AD 64 - AD 68. 1951.61.35 ;AD-64;6;27.5;11.8
Bronze Sestertius of Severus Alexander- Rome- AD 224. 1946.35.78 ;AD-224.;6;30.0;21.82
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.1003 ;AD-161;6;17.25;3.39
Bronze AE1 of Diocletian- Heraclea- AD 294. 1944.100.3801 ;AD-294.;6;27.5;11.35
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9108 ;AD-330;6;17.0;2.7
Silver Denarius of Hadrian- Rome- AD 128 - AD 136. 1944.100.45587 ;AD-128;6;16.5;3.41
Bronze As of Vespasian- Rome- AD 71. 1944.100.41572 ;AD-71.;6;28.0;12.35
Silver Antoninianus of Volusian- Rome- AD 251 - AD 253. 1948.19.857 ;AD-251;6;20.9;3.92
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3739 ;AD-312;6;22.0;3.59
Silver Antoninianus of Carinus- Numerian- Ticinum;AD-283;12;21.5;4.02
Silver Denarius of Trajan- Rome- AD 100. 1944.100.43475 ;AD-100.;6;18.0;2.59
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1948.19.1189 ;AD-119;6;17.0;3.36
Bronze Reduced AE2 of Constantius II- Heraclea- AD 351 - AD 355. 1948.19.756 ;AD-351;12;22.0;4.85
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4187 ;AD-300;11;28.0;9.59
Silver Denarius of Antoninus Pius- Rome- AD 159 - AD 160. 1956.127.490 ;AD-159;6;16.5;3.52
Bronze Quadrans of Nerva- Rome- AD 98. 1944.100.42665 ;AD-98.;6;15.0;3.15
Silver Denarius of Caracalla- Rome- AD 212. 1948.19.1589 ;AD-212.;6;19.0;3.45
Silver Antoninianus of Diocletian- Cyzicus- AD 284 - AD 294. 1944.100.38114 ;AD-284;6;22.0;4.155
Bronze AE3 of Constantine I- Constantinople- AD 327 - AD 328. 1969.214.19 ;AD-327;6;19.5;3.22
Bronze As of Hadrian- Rome- AD 137. 1947.2.464 ;AD-137.;6;26.0;9.32
Silver Denarius of Nerva- Rome- AD 96. 1944.100.42624 ;AD-96.;6;20.0;3.39
Silver Denarius of Antoninus Pius- Rome- AD 141. 1948.19.1289 ;AD-141.;12;16.25;3.57
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.927 ;AD-145;6;17.25;3.22
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4288 ;AD-304;6;27.0;8.82
Bronze AE1 of Galerius- Heraclea- AD 305 - AD 306. 1944.100.3954 ;AD-305;12;28.0;9.03
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.544 ;AD-141.;12;16.0;3.61
Bronze As of Gaius/Caligula- Rome- AD 37 - AD 38. 1948.19.1054 ;AD-37;7;28.0;11.08
Silver Drachma of Tiberius- Caesareia in Cappadocia- AD 33 - AD 34. 1944.100.39253 ;AD-33;11;17.5;3.32
Bronze Sestertius of Trajan- Rome- AD 103 - AD 111. 1944.100.44706 ;AD-103;6;34.0;22.99
Bronze AE1 of Diocletian- Antioch- AD 294 - AD 295. 1944.100.4082 ;AD-294;12;26.5;10.48
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.242 ;AD-134;6;18.5;3.22
Bronze AE1 of Constantine I- Londinium- AD 307. 1954.203.18 ;AD-307.;7;26.5;6.33
Bronze Semis of Trajan- Rome- AD 114 - AD 117. 1944.100.44771 ;AD-114;6;18.0;4.28
Silver Denarius of Caracalla- Rome- AD 211 - AD 217. 1948.19.1527 ;AD-211;12;19.0;3.12
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.1836 ;AD-145;6;18.5;3.56
Bronze Quadrans of Nero- Rome- AD 64 - AD 68. 1944.100.39771 ;AD-64;6;16.5;2.76
