Nombre,Fecha,Axis,Diametro,Peso,Anverso,Reverso
Silver Denarius of Severus Alexander- Rome- AD 228 - AD 231. 1948.19.1847 ,AD-228,12,20.0,3.06,http://numismatics.org/collectionimages/19001949/1948/1948.19.1847.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1847.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1580 ,AD-103,7,18.0,3.27,http://numismatics.org/collectionimages/19501999/1956/1956.127.1580.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1580.rev.width350.jpg
Bronze Sestertius of Trajan Decius- Rome- AD 249 - AD 251. 1946.35.130 ,AD-249,2,30.0,17.06,http://numismatics.org/collectionimages/19001949/1946/1946.35.130.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.130.rev.width350.jpg
Silver Denarius of Titus- Rome- AD 80. 1956.28.152 ,AD-80.,6,17.0,2.92,http://numismatics.org/collectionimages/19501999/1956/1956.28.152.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.28.152.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1671 ,AD-114.,6,20.0,3.42,http://numismatics.org/collectionimages/19501999/1956/1956.127.1671.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1671.rev.width350.jpg
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3916 ,AD-297,6,26.5,9.27,http://numismatics.org/collectionimages/19001949/1944/1944.100.3916.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3916.rev.width350.jpg
Bronze Dupondius of Augustus- Rome- 17 BC. 1944.100.38374 ,17-BC.,7,29.0,13.55,http://numismatics.org/collectionimages/19001949/1944/1944.100.38374.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38374.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.1837 ,AD-145,6,18.5,3.07,http://numismatics.org/collectionimages/19501999/1956/1956.127.1837.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1837.rev.width350.jpg
Silver Denarius- Rome- 137 B.C.. 1944.100.380 ,137-B.C..,8,22.5,3.88,http://numismatics.org/collectionimages/19001949/1944/1944.100.380.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.380.rev.width350.jpg
Bronze Quadrans of Hadrian- Rome- AD 121 - AD 122. 1944.100.45647 ,AD-121,6,18.0,3.33,http://numismatics.org/collectionimages/19001949/1944/1944.100.45647.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.45647.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 125 - AD 128. 1957.172.1688 ,AD-125,6,30.0,22.34,http://numismatics.org/collectionimages/19501999/1957/1957.172.1688.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1688.rev.width350.jpg
Bronze As of Vespasian- Rome- AD 71. 1944.100.41578 ,AD-71.,6,30.0,12.88,http://numismatics.org/collectionimages/19001949/1944/1944.100.41578.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41578.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4224 ,AD-300,11,25.5,8.51,http://numismatics.org/collectionimages/19001949/1944/1944.100.4224.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4224.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8808 ,AD-324,12,19.5,2.23,http://numismatics.org/collectionimages/19001949/1944/1944.100.8808.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8808.rev.width350.jpg
Bronze Semis of Nero- Rome- AD 64 - AD 68. 1944.100.39770 ,AD-64,6,18.5,2.65,http://numismatics.org/collectionimages/19001949/1944/1944.100.39770.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39770.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1624 ,AD-112,7,20.0,3.11,http://numismatics.org/collectionimages/19501999/1956/1956.127.1624.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1624.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 70. 1956.127.14 ,AD-70.,6,17.0,3.25,http://numismatics.org/collectionimages/19501999/1956/1956.127.14.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.14.rev.width350.jpg
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1948.19.1753 ,AD-218,6,19.0,3.06,http://numismatics.org/collectionimages/19001949/1948/1948.19.1753.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1753.rev.width350.jpg
Bronze As of Tiberius- Rome- AD 15 - AD 16. 1944.100.39229 ,AD-15,12,27.0,11.18,http://numismatics.org/collectionimages/19001949/1944/1944.100.39229.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39229.rev.width350.jpg
Bronze As of Trajan- Rome- AD 99 - AD 100. 1944.100.44693 ,AD-99,6,27.0,13.15,http://numismatics.org/collectionimages/19001949/1944/1944.100.44693.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44693.rev.width350.jpg
Bronze As of Augustus- Lugdunum- 10 BC - 6 BC. 1944.100.39125 ,10-BC,7,25.0,6.62,http://numismatics.org/collectionimages/19001949/1944/1944.100.39125.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39125.rev.width350.jpg
Bronze Sestertius of Severus Alexander- Rome- AD 226. 1946.35.80 ,AD-226.,2,30.0,19.97,http://numismatics.org/collectionimages/19001949/1946/1946.35.80.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.80.rev.width350.jpg
Bronze As of Domitian- Rome- AD 85. 1944.100.42576 ,AD-85.,6,29.0,10.39,http://numismatics.org/collectionimages/19001949/1944/1944.100.42576.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.42576.rev.width350.jpg
Bronze As of Domitian- Rome- AD 84. 1963.267.9 ,AD-84.,6,28.0,9.57,http://numismatics.org/collectionimages/19501999/1963/1963.267.9.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1963/1963.267.9.rev.width350.jpg
Bronze Dupondius of Tiberius- Rome- AD 22 - AD 26. 1944.100.39220 ,AD-22,12,31.5,12.14,http://numismatics.org/collectionimages/19001949/1944/1944.100.39220.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39220.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1712 ,AD-103,6,18.0,3.02,http://numismatics.org/collectionimages/19501999/1956/1956.127.1712.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1712.rev.width350.jpg
Silver Antoninianus of Carus- Rome- AD 282 - AD 283. 1944.100.36443 ,AD-282,6,21.0,3.3,http://numismatics.org/collectionimages/19001949/1944/1944.100.36443.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36443.rev.width350.jpg
Bronze Sestertius of Postumus- Lugdunum- AD 260 - AD 269. 1951.23.7 ,AD-260,6,31.5,16.26,http://numismatics.org/collectionimages/19501999/1951/1951.23.7.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.23.7.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4261 ,AD-302,6,25.5,10.47,http://numismatics.org/collectionimages/19001949/1944/1944.100.4261.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4261.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47464 ,AD-134,12,30.0,26.84,http://numismatics.org/collectionimages/19001949/1944/1944.100.47464.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.47464.rev.width350.jpg
Bronze AE1 of Constantius Chlorus- Carthage- AD 306. 1944.100.4026 ,AD-306.,6,27.5,11.35,http://numismatics.org/collectionimages/19001949/1944/1944.100.4026.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4026.rev.width350.jpg
Bronze AE1 of Maximinus Daia- Antioch- AD 305. 1944.100.4328 ,AD-305.,12,26.5,9.66,http://numismatics.org/collectionimages/19001949/1944/1944.100.4328.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4328.rev.width350.jpg
Silver Antoninianus of Carus- Ticinum- AD 282 - AD 283. 1947.97.301 ,AD-282,6,22.5,3.42,http://numismatics.org/collectionimages/19001949/1947/1947.97.301.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.97.301.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1602 ,AD-112,6,19.5,3.32,http://numismatics.org/collectionimages/19501999/1956/1956.127.1602.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1602.rev.width350.jpg
Bronze Semis- Rome- 211 B.C.. 1969.83.155 ,211-B.C..,11,26.0,16.37,http://numismatics.org/collectionimages/19501999/1969/1969.83.155.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.83.155.rev.width350.jpg
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9096 ,AD-330,6,16.0,2.23,http://numismatics.org/collectionimages/19001949/1944/1944.100.9096.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9096.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.415 ,AD-148,5,18.0,3.51,http://numismatics.org/collectionimages/19501999/1956/1956.127.415.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.415.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1410 ,AD-101,5,19.5,3.39,http://numismatics.org/collectionimages/19501999/1956/1956.127.1410.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1410.rev.width350.jpg
Silver Denarius of Pupienus- Rome- AD 238. 1948.19.399 ,AD-238.,6,20.0,2.48,http://numismatics.org/collectionimages/19001949/1948/1948.19.399.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.399.rev.width350.jpg
Bronze As of Antoninus Pius- Rome- AD 138 - AD 141. 1957.172.1737 ,AD-138,5,27.0,9.78,http://numismatics.org/collectionimages/19501999/1957/1957.172.1737.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1737.rev.width350.jpg
Bronze As of Nerva- Rome- AD 97. 1965.32.26 ,AD-97.,6,25.0,10.92,http://numismatics.org/collectionimages/19501999/1965/1965.32.26.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.32.26.rev.width350.jpg
Silver Uncertain value of Maximian- Carthage- AD 300. 1962.83.4 ,AD-300.,6,17.0,3.45,http://numismatics.org/collectionimages/19501999/1962/1962.83.4.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1962/1962.83.4.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1944.100.48355 ,AD-141.,6,17.5,2.97,http://numismatics.org/collectionimages/19001949/1944/1944.100.48355.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.48355.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 330 - AD 334. 1929.27.4 ,AD-330,6,17.5,3.23,http://numismatics.org/collectionimages/19001949/1929/1929.27.4.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1929/1929.27.4.rev.width350.jpg
Bronze AE3 of Constantine I- Alexandria- AD 333 - AD 335. 2004.14.204 ,AD-333,6,17.5,2.34,http://numismatics.org/collectionimages/20002049/2004/2004.14.204.obv.width350.jpg,http://numismatics.org/collectionimages/20002049/2004/2004.14.204.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 171 - AD 172. 1948.19.1321 ,AD-171,6,18.0,3.09,http://numismatics.org/collectionimages/19001949/1948/1948.19.1321.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1321.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.143 ,AD-119,6,17.5,3.29,http://numismatics.org/collectionimages/19501999/1956/1956.127.143.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.143.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.200 ,AD-125,7,17.0,3.26,http://numismatics.org/collectionimages/19501999/1956/1956.127.200.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.200.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 158 - AD 159. 1956.127.1891 ,AD-158,6,17.0,3.43,http://numismatics.org/collectionimages/19501999/1956/1956.127.1891.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1891.rev.width350.jpg
Bronze AE3 of Licinius- Cyzicus- AD 321 - AD 324. 1944.100.8799 ,AD-321,12,18.5,2.76,http://numismatics.org/collectionimages/19001949/1944/1944.100.8799.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8799.rev.width350.jpg
Bronze AE1 of Maximinus Daia- Antioch- AD 306. 1944.100.4341 ,AD-306.,6,25.5,9.69,http://numismatics.org/collectionimages/19001949/1944/1944.100.4341.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4341.rev.width350.jpg
Silver Drachma of Lysimachus- Colophon- 301 B.C. - 297 B.C.. 1948.78.29 ,301-B.C.,12,19.0,4.0,http://numismatics.org/collectionimages/19001949/1948/1948.78.29.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.78.29.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.607 ,AD-141.,6,16.0,3.03,http://numismatics.org/collectionimages/19501999/1956/1956.127.607.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.607.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 76. 1944.100.39938 ,AD-76.,6,18.0,3.32,http://numismatics.org/collectionimages/19001949/1944/1944.100.39938.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39938.rev.width350.jpg
Silver Denarius of Nerva- Rome- AD 97. 1944.100.42628 ,AD-97.,6,17.0,3.12,http://numismatics.org/collectionimages/19001949/1944/1944.100.42628.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.42628.rev.width350.jpg
Bronze AE1 of Diocletian- Serdica- AD 303 - AD 305. 1944.100.4047 ,AD-303,11,26.5,10.15,http://numismatics.org/collectionimages/19001949/1944/1944.100.4047.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4047.rev.width350.jpg
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1948.78.26 ,323-B.C.,1,16.6,4.24,http://numismatics.org/collectionimages/19001949/1948/1948.78.26.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.78.26.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.934 ,AD-145,6,16.0,3.99,http://numismatics.org/collectionimages/19501999/1956/1956.127.934.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.934.rev.width350.jpg
Bronze AE3 of Licinius- Cyzicus- AD 313 - AD 315. 1944.100.8709 ,AD-313,6,20.0,3.06,http://numismatics.org/collectionimages/19001949/1944/1944.100.8709.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8709.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 177 - AD 178. 1956.127.893 ,AD-177,6,17.25,2.96,http://numismatics.org/collectionimages/19501999/1956/1956.127.893.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.893.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 170 - AD 171. 1956.127.855 ,AD-170,12,18.0,3.7,http://numismatics.org/collectionimages/19501999/1956/1956.127.855.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.855.rev.width350.jpg
Silver Antoninianus of Aurelian- Siscia- AD 270 - AD 275. 1948.19.931 ,AD-270,12,24.3,3.76,http://numismatics.org/collectionimages/19001949/1948/1948.19.931.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.931.rev.width350.jpg
Silver Cistophorus of Claudius- Ephesus- AD 50 - AD 51. 1944.100.39367 ,AD-50,7,26.5,11.08,http://numismatics.org/collectionimages/19001949/1944/1944.100.39367.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39367.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.162 ,AD-125,6,18.0,3.15,http://numismatics.org/collectionimages/19501999/1956/1956.127.162.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.162.rev.width350.jpg
Bronze Sestertius of Philip the Arab- Rome- AD 244 - AD 246. 1947.2.308 ,AD-244,12,27.6,12.35,http://numismatics.org/collectionimages/19001949/1947/1947.2.308.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.308.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 154 - AD 155. 1964.134.9 ,AD-154,6,16.5,3.23,http://numismatics.org/collectionimages/19501999/1964/1964.134.9.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1964/1964.134.9.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 175 - AD 176. 1956.127.880 ,AD-175,6,18.25,3.56,http://numismatics.org/collectionimages/19501999/1956/1956.127.880.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.880.rev.width350.jpg
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.291 ,310-B.C.,12,17.7,4.24,http://numismatics.org/collectionimages/19501999/1952/1952.123.291.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1952/1952.123.291.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9262 ,AD-333,6,18.5,2.8,http://numismatics.org/collectionimages/19001949/1944/1944.100.9262.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9262.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.222 ,AD-134,6,17.5,3.48,http://numismatics.org/collectionimages/19501999/1956/1956.127.222.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.222.rev.width350.jpg
Bronze As of Pertinax- Rome- AD 193. 1951.61.78 ,AD-193.,12,24.5,10.49,http://numismatics.org/collectionimages/19501999/1951/1951.61.78.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.61.78.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 118. 1960.170.224 ,AD-118.,7,17.5,3.54,http://numismatics.org/collectionimages/19501999/1960/1960.170.224.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1960/1960.170.224.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4304 ,AD-304,6,26.0,8.63,http://numismatics.org/collectionimages/19001949/1944/1944.100.4304.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4304.rev.width350.jpg
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1956.127.1268 ,AD-218,1,17.7,2.91,http://numismatics.org/collectionimages/19501999/1956/1956.127.1268.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1268.rev.width350.jpg
Silver Denarius of Geta- Rome- AD 211. 1955.21.25 ,AD-211.,12,19.0,3.19,http://numismatics.org/collectionimages/19501999/1955/1955.21.25.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.21.25.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 118. 1956.127.1726 ,AD-118.,7,18.0,3.08,http://numismatics.org/collectionimages/19501999/1956/1956.127.1726.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1726.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 144. 1956.127.721 ,AD-140,2,17.25,3.56,http://numismatics.org/collectionimages/19501999/1956/1956.127.721.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.721.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.1814 ,AD-134,6,18.0,3.49,http://numismatics.org/collectionimages/19501999/1956/1956.127.1814.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1814.rev.width350.jpg
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36301 ,AD-276,6,22.0,3.95,http://numismatics.org/collectionimages/19001949/1944/1944.100.36301.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36301.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 128 - AD 136. 1944.100.45589 ,AD-128,6,16.0,3.55,http://numismatics.org/collectionimages/19001949/1944/1944.100.45589.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.45589.rev.width350.jpg
Bronze AE1 of Galerius- Serdica- AD 305 - AD 306. 1944.100.4055 ,AD-305,1,26.5,9.57,http://numismatics.org/collectionimages/19001949/1944/1944.100.4055.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4055.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9369 ,AD-336,6,15.5,2.03,http://numismatics.org/collectionimages/19001949/1944/1944.100.9369.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9369.rev.width350.jpg
Bronze As of Claudius- Rome- AD 50 - AD 54. 1948.19.1049 ,AD-50,6,27.5,11.79,http://numismatics.org/collectionimages/19001949/1948/1948.19.1049.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1049.rev.width350.jpg
Bronze AE2 of Galerius- Heraclea- AD 309 - AD 310. 1944.100.3972 ,AD-309,6,27.0,6.62,http://numismatics.org/collectionimages/19001949/1944/1944.100.3972.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3972.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9209 ,AD-330,8,18.5,2.22,http://numismatics.org/collectionimages/19001949/1944/1944.100.9209.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9209.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 308 - AD 309. 1944.100.4391 ,AD-308,6,23.5,6.42,http://numismatics.org/collectionimages/19001949/1944/1944.100.4391.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4391.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.1833 ,AD-140,6,17.5,3.26,http://numismatics.org/collectionimages/19501999/1956/1956.127.1833.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1833.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 166. 1956.127.1913 ,AD-166.,12,19.5,3.4,http://numismatics.org/collectionimages/19501999/1956/1956.127.1913.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1913.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1957.172.1608 ,AD-98,6,18.0,3.41,http://numismatics.org/collectionimages/19501999/1957/1957.172.1608.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1608.rev.width350.jpg
Bronze AE2 of Maxentius- Carthage- AD 307. 1944.100.4036 ,AD-307.,12,23.0,6.9,http://numismatics.org/collectionimages/19001949/1944/1944.100.4036.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4036.rev.width350.jpg
Silver Denarius of Septimius Severus- Laodicea ad Mare- AD 194. 1951.117.27 ,AD-194.,12,17.0,3.04,http://numismatics.org/collectionimages/19501999/1951/1951.117.27.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.117.27.rev.width350.jpg
Bronze Large AE2 of Constantius II- Alexandria- AD 348 - AD 350. 1947.97.188 ,AD-348,12,22.5,5.97,http://numismatics.org/collectionimages/19001949/1947/1947.97.188.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.97.188.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 329 - AD 330. 1944.100.8823 ,AD-329,7,18.5,2.12,http://numismatics.org/collectionimages/19001949/1944/1944.100.8823.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8823.rev.width350.jpg
Bronze Sestertius of Vespasian- Lugdunum- AD 71. 1944.100.41595 ,AD-71.,6,33.0,23.55,http://numismatics.org/collectionimages/19001949/1944/1944.100.41595.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41595.rev.width350.jpg
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8749 ,AD-317,6,19.0,2.86,http://numismatics.org/collectionimages/19001949/1944/1944.100.8749.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8749.rev.width350.jpg
Silver Denarius of Augustus- Rome- 13 BC. 1957.172.1469 ,13-BC.,2,20.0,3.84,http://numismatics.org/collectionimages/19501999/1957/1957.172.1469.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1469.rev.width350.jpg
Bronze Sestertius of Antoninus Pius- Rome- AD 140 - AD 144. 1946.35.18 ,AD-140,10,32.0,18.75,http://numismatics.org/collectionimages/19001949/1946/1946.35.18.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.18.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 174 - AD 175. 1956.127.875 ,AD-174,10,17.5,3.38,http://numismatics.org/collectionimages/19501999/1956/1956.127.875.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.875.rev.width350.jpg
Silver Antoninianus of Diocletian- Antioch- AD 285. 1944.100.38134 ,AD-285.,6,22.0,3.9,http://numismatics.org/collectionimages/19001949/1944/1944.100.38134.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38134.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1695 ,AD-114.,6,19.0,3.42,http://numismatics.org/collectionimages/19501999/1956/1956.127.1695.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1695.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 297. 1944.100.4091 ,AD-297.,6,26.0,11.27,http://numismatics.org/collectionimages/19001949/1944/1944.100.4091.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4091.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1948.19.1249 ,AD-140,6,17.0,3.12,http://numismatics.org/collectionimages/19001949/1948/1948.19.1249.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1249.rev.width350.jpg
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36091 ,AD-276,6,21.5,3.37,http://numismatics.org/collectionimages/19001949/1944/1944.100.36091.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36091.rev.width350.jpg
Silver Denarius of Augustus- Colonia Patricia- 18 BC. 1944.100.39072 ,18-BC.,7,17.5,3.82,http://numismatics.org/collectionimages/19001949/1944/1944.100.39072.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39072.rev.width350.jpg
